625156.2633425617 625157.104178 625155.394398 
625246.9368277879 625248.170055 625245.459002 
1.750800000000002e-05 0.000318 8e-06 
1.7365999999999986e-05 0.000362 1.1e-05 
1.7859000000000033e-05 0.000338 1.2e-05 
1.7809999999999967e-05 0.000318 8e-06 
1.752599999999998e-05 0.000342 1e-05 
1.8763999999999995e-05 0.00039 1.1e-05 
1.7401000000000025e-05 0.000414 1e-05 
7.914900000000101e-05 0.013727 1.1e-05 
1.7221000000000003e-05 0.000387 1e-05 
2.218199999999998e-05 0.003315 1e-05 
9.9839000000002e-05 0.027244 9e-06 
1.7250000000000013e-05 0.000265 1e-05 
1.7689000000000003e-05 0.000343 1e-05 
1.7414000000000006e-05 0.00032 1.1e-05 
1.729700000000001e-05 0.00032 1.1e-05 
1.7762000000000027e-05 0.000347 1.1e-05 
1.719699999999997e-05 0.000302 1.1e-05 
1.7112000000000015e-05 0.000331 1e-05 
1.7470999999999996e-05 0.000315 8e-06 
1.7497000000000016e-05 0.000315 1e-05 
1.7488999999999998e-05 0.000368 1.1e-05 
