7.721000000000055e-06 2.5e-05 7e-06 
7.898000000000027e-06 2.2e-05 7e-06 
8.043000000000041e-06 2.8e-05 7e-06 
8.652000000000033e-06 2.8e-05 7e-06 
7.93400000000004e-06 2.5e-05 7e-06 
7.859000000000048e-06 3e-05 7e-06 
8.44800000000002e-06 3.6e-05 7e-06 
7.993000000000047e-06 2.3e-05 7e-06 
8.071000000000028e-06 2.9e-05 7e-06 
8.119000000000013e-06 2.8e-05 7e-06 
8.369000000000033e-06 2.5e-05 7e-06 
7.633000000000052e-06 3.5e-05 7e-06 
8.022000000000046e-06 3.5e-05 7e-06 
7.703000000000043e-06 2.6e-05 7e-06 
7.664000000000037e-06 3.2e-05 7e-06 
7.892000000000036e-06 2.5e-05 7e-06 
7.614000000000042e-06 3.2e-05 7e-06 
7.827000000000044e-06 3.6e-05 7e-06 
7.608000000000045e-06 3.2e-05 7e-06 
7.874000000000035e-06 3.1e-05 7e-06 
8.091000000000033e-06 3.1e-05 7e-06 
7.741000000000037e-06 2.8e-05 7e-06 
7.380000000000046e-06 2.5e-05 7e-06 
8.059000000000043e-06 2.5e-05 7e-06 
7.932000000000033e-06 2.7e-05 7e-06 
7.725000000000052e-06 2.7e-05 7e-06 
7.6050000000000415e-06 2.8e-05 7e-06 
7.897000000000043e-06 2.9e-05 7e-06 
7.965000000000033e-06 2.3e-05 7e-06 
7.581000000000045e-06 2.8e-05 7e-06 
