Duration
0.984024435
9.654551275
5.795342183
5.185216121
1.120459526
1.083031708
1.086204267
1.115103111
0.963640631
1.182265772
0.958528551
1.480338756
1.208788238
0.978547264
1.064781006
1.12564267
0.965264622
1.051244662
0.957142188
0.944619234
0.986855497
1.160663069
1.034343386
0.950622205
0.977340251
0.944904588
1.027275462
1.047651704
5.81100107
0.919356226
1.58066047
4.38695937
