1.2845000000000074e-05 3.3e-05 6e-06 
1.30010000000001e-05 4.8e-05 6e-06 
1.3518000000000119e-05 3.7e-05 6e-06 
1.2944000000000097e-05 3.4e-05 6e-06 
1.282000000000012e-05 3.5e-05 8e-06 
1.2888000000000113e-05 2.8e-05 8e-06 
1.3683000000000082e-05 4e-05 5e-06 
1.2859000000000103e-05 2.8e-05 5e-06 
1.2756000000000103e-05 4.1e-05 6e-06 
1.3133000000000082e-05 6e-05 7e-06 
1.2743000000000096e-05 4.8e-05 7e-06 
1.2959000000000111e-05 3e-05 7e-06 
1.3020000000000079e-05 3.2e-05 6e-06 
1.3051000000000106e-05 3.8e-05 7e-06 
1.30700000000001e-05 4.8e-05 7e-06 
1.2872000000000105e-05 3.4e-05 7e-06 
1.3075000000000108e-05 6.1e-05 7e-06 
1.2992000000000092e-05 4e-05 6e-06 
1.2792000000000117e-05 3.4e-05 8e-06 
1.2769000000000089e-05 2.7e-05 8e-06 
1.2890000000000104e-05 2.8e-05 7e-06 
1.30520000000001e-05 3.3e-05 7e-06 
1.2835000000000108e-05 3.8e-05 8e-06 
1.2831000000000103e-05 2.4e-05 7e-06 
1.2520000000000083e-05 2.5e-05 7e-06 
1.2765000000000092e-05 3.9e-05 8e-06 
1.27830000000001e-05 3.4e-05 7e-06 
1.3080000000000046e-05 3.3e-05 5e-06 
1.2863000000000114e-05 3.4e-05 8e-06 
1.3010000000000116e-05 2.9e-05 8e-06 
