0.0004569439999999994 0.022455 8.4e-05 
0.0012955490000000002 0.035394 8.4e-05 
0.0004096150000000002 0.016941 8.3e-05 
0.0009786750000000002 0.029899 8.5e-05 
0.000456693 0.022476 8.2e-05 
0.0004881289999999996 0.022791 8.4e-05 
0.0005658569999999994 0.022444 8.6e-05 
0.0004001389999999998 0.011957 8.7e-05 
0.0008977229999999994 0.030627 8.5e-05 
0.0006099659999999999 0.022734 8.3e-05 
0.0004405509999999995 0.022364 8.4e-05 
0.0008836609999999979 0.033602 8.3e-05 
0.0008717440000000005 0.033618 8.4e-05 
0.0004162210000000004 0.017001 8.4e-05 
0.0005117259999999996 0.032232 8.3e-05 
0.0003606940000000001 0.022384 8.3e-05 
0.00034816900000000017 0.014692 8.2e-05 
0.0008353789999999992 0.033594 8.7e-05 
0.0003645229999999995 0.022207 8.5e-05 
0.00047116400000000015 0.019 8.7e-05 
0.000824307999999999 0.033633 8.3e-05 
0.000500295 0.022533 8.3e-05 
0.000439049 0.022315 8.3e-05 
0.0008204009999999994 0.033591 8.1e-05 
0.0007618089999999988 0.033811 8.2e-05 
0.000386419 0.015367 8e-05 
0.0008618319999999984 0.033492 8.3e-05 
0.0009206019999999988 0.033724 8.3e-05 
0.0004614849999999992 0.033598 8.2e-05 
0.0005245690000000012 0.029825 8.4e-05 
