1484112.5774225774,34229186,636957,
1529615.2957042956,45727757,572047,
2017298.8001998002,46533256,561858,
1385447.171828172,39456758,631883,
1286493.895104895,32585601,582577,
1383505.4025974027,24961473,552068,
1255858.6113886114,28262293,657242,
1318878.932067932,30727710,553737,
1413462.5484515484,40571332,550271,
2474622.27972028,53899893,542698,
1709574.7512487513,28114566,538800,
2352326.2997002997,41269545,563982,
1829310.6783216784,45307456,621588,
1730454.4105894107,41960467,613568,
1380463.063936064,26840517,625209,
1518882.2837162837,34400435,664537,
1406989.8001998002,19393329,572294,
1276037.5244755244,38329966,609802,
1640559.6233766233,48852880,630835,
1558093.4655344656,37353264,566922,
1522629.2677322677,30604190,534904,
2087179.4535464535,67236487,613952,
1577263.1018981019,45484982,630102,
1507542.3006993006,36900518,647296,
1358355.2807192807,34247300,567561,
1442821.6273726274,33035827,658032,
2632804.7342657344,46720178,614987,
1502661.084915085,56477022,655219,
1390891.937062937,54767641,652287,
1291025.0699300698,40392413,542445,
1470740.7212787212,46478989,625311,
