1147544.0729270729,13720998,534511,
1106686.5684315683,14615718,500375,
1354360.3606393607,13923694,502978,
1099335.944055944,15361048,485276,
1249386.8801198802,19571314,517050,
1074119.1458541458,12424209,489475,
1162054.1168831168,15267336,510989,
1056174.1618381618,5264125,491511,
1175783.2907092907,15323599,493290,
1222169.1468531468,16724646,544997,
1031410.2987012987,11962209,512857,
1546143.9670329671,16483567,515123,
1096751.3626373627,9680933,494913,
1798589.2767232768,16698724,517569,
1741666.2787212788,17481959,519862,
1524083.1278721278,12669504,524895,
1099934.4815184816,9274870,515837,
1169499.8131868131,12851120,497023,
1083550.6783216784,17224261,492550,
1100105.043956044,13819255,499740,
1095561.136863137,10298211,515007,
1173642.4945054946,15942949,519313,
1128736.8031968032,14483321,487903,
1180956.7932067933,14917404,510583,
1108344.3486513486,15288140,530382,
1193410.871128871,13588709,512484,
1122833.4955044955,13370475,516075,
1129258.7352647353,17652282,510426,
1225045.3966033966,28557531,505118,
1101002.3876123875,10263761,528720,
