duration
2.985125031
3.027750702
3.015830426
3.012555813
3.028299803
3.136752465
3.155261235
3.087105642
3.024578476
3.077751464
3.051406767
3.089559762
3.013858196
3.020944651
3.012076893
3.049771067
3.060397906
3.103761274
3.025134726
3.015849963
3.019774658
3.203977632
3.214091414
3.126496304
3.019238893
3.014783937
3.015238294
3.034224821
3.094979624
3.024174198
3.028470302
