1149424.7922077922,11877387,547732,
1198339.4285714286,8373660,579614,
1148848.7572427571,7263973,573532,
1153350.8771228772,7909557,572532,
1249645.4695304695,8375911,567464,
1173381.8271728272,8222208,569192,
1216406.023976024,7802143,571322,
1236871.5004995004,9177378,518938,
1252241.9090909092,13144729,566109,
1256846.2077922078,8217879,579723,
1221441.6213786213,12727316,541608,
1323556.986013986,20028511,493408,
1381208.6773226773,15049307,556145,
1172824.018981019,7309839,583578,
1260703.4185814187,8880954,529471,
1216639.8691308692,7214713,559651,
1364950.033966034,10001825,552682,
1225259.018981019,12483017,548591,
1281388.3066933067,10010527,587053,
1206683.062937063,14926414,569147,
1264442.4135864135,8535051,583968,
1227464.3296703296,8049363,551141,
1199655.0999001,7816824,559338,
1220123.071928072,7177033,562257,
1231221.5954045954,8414670,577600,
1197337.6583416583,15662967,613248,
1229304.7502497502,10275610,553386,
1211657.7242757243,12628133,546973,
1680567.7472527472,8190869,560993,
1417217.4025974027,9680147,545436,
