6.685999999999953e-06 0.000448 5e-06 
6.442999999999923e-06 0.000444 5e-06 
6.467999999999934e-06 0.000466 5e-06 
6.413999999999919e-06 0.000435 5e-06 
6.636999999999946e-06 0.000452 5e-06 
6.6719999999999295e-06 0.000494 5e-06 
6.442999999999936e-06 0.00044 5e-06 
6.318999999999914e-06 0.000431 5e-06 
6.383999999999931e-06 0.000437 5e-06 
6.357999999999924e-06 0.000441 5e-06 
6.406999999999925e-06 0.000457 5e-06 
7.208999999999936e-06 0.000426 5e-06 
6.575999999999924e-06 0.000436 5e-06 
6.6489999999999265e-06 0.000534 5e-06 
6.538999999999938e-06 0.000431 5e-06 
6.794999999999946e-06 0.000494 5e-06 
7.478999999999944e-06 0.000679 5e-06 
6.789999999999956e-06 0.000438 5e-06 
6.728999999999953e-06 0.000448 5e-06 
6.614999999999937e-06 0.00044 5e-06 
6.804999999999942e-06 0.000461 5e-06 
6.471999999999933e-06 0.000354 5e-06 
6.302999999999911e-06 0.000425 5e-06 
6.632999999999918e-06 0.000492 5e-06 
6.553999999999929e-06 0.000442 5e-06 
6.741999999999928e-06 0.000458 5e-06 
6.639999999999924e-06 0.000452 5e-06 
6.7429999999999505e-06 0.000417 5e-06 
8.540000000000047e-06 0.000444 5e-06 
6.54399999999992e-06 0.000458 5e-06 
