0.002962097999999999 0.004784 0.00195 
0.0028903030000000008 0.004671 0.001971 
0.0028808159999999983 0.004333 0.001932 
0.0029544240000000024 0.004309 0.002047 
0.002876052999999998 0.004203 0.001977 
0.002990152000000001 0.004472 0.001981 
0.0029047670000000034 0.004349 0.002041 
0.0029224169999999966 0.005334 0.001921 
0.0028944939999999953 0.004417 0.001989 
0.0029003139999999993 0.004649 0.001985 
0.002889169000000004 0.00443 0.00202 
0.0030056220000000003 0.004497 0.002047 
0.0028575630000000018 0.004222 0.001979 
0.002887122999999998 0.004268 0.002064 
0.002908289000000004 0.004253 0.001999 
0.002909878000000001 0.004763 0.00195 
0.0028631890000000004 0.00434 0.001921 
0.002905827999999997 0.0044 0.002014 
0.0029283940000000017 0.004642 0.001994 
0.0029563060000000014 0.004479 0.001927 
0.0029932999999999995 0.00426 0.001996 
0.002859042000000001 0.004256 0.001937 
0.002832124999999997 0.004735 0.001985 
0.0029485769999999982 0.004636 0.001956 
0.0028980840000000017 0.00433 0.001978 
0.002999116 0.004926 0.001962 
0.0029060040000000033 0.004518 0.002025 
0.002908714000000001 0.004628 0.00197 
0.0028860209999999995 0.004362 0.001974 
0.003059408999999999 0.004724 0.002011 
